biomarker_id,analyte_name,specimen,measurement_property,canonical_unit,category,panel_seed,is_derived,aliases,loinc_code,loinc_component,default_reference_range_notes
2465-3,IgG [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,g/L,Chemistry,Other,False,"[""IgG SerPl-mCnc"", ""IgG [Mass/Vol]""]",2465-3,IgG,
2498-4,Iron [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,µg/dL,Chemistry,Iron Studies,False,"[""Fe"", ""Iron"", ""Iron SerPl-mCnc"", ""Iron [Mass/Vol]"", ""Serum Iron""]",2498-4,Iron,
2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,µg/dL,Chemistry,Iron Studies,False,"[""Iron binding capacity [Mass/Vol]"", ""TIBC"", ""TIBC SerPl-mCnc"", ""Total Iron Binding Capacity""]",2500-7,Iron binding capacity,250 - 400
2501-5,Iron binding capacity.unsaturated [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,ug/dL,Chemistry,Kidney Function Test,False,"[""Iron binding capacity.unsaturated [Mass/Vol]"", ""UIBC SerPl-mCnc""]",2501-5,Iron binding capacity.unsaturated,
2502-3,Iron saturation [Mass Fraction] in Serum or Plasma,Serum/Plasma,Mass fraction,%,Chemistry,Iron Studies,True,"[""Iron Satn MFr SerPl"", ""Iron Saturation"", ""Iron saturation [Mass fraction]"", ""TSAT"", ""Transferrin Saturation""]",2502-3,Iron saturation,
2518-9,Lactate [Moles/volume] in Arterial blood,Arterial Blood,Substance concentration,mmol/L,Chemistry,Other,False,"[""Lactate (BldA) [Moles/Vol]"", ""Lactate BldA-sCnc""]",2518-9,Lactate,
2519-7,Lactate [Moles/volume] in Venous blood,Venous Blood,Substance concentration,mmol/L,Chemistry,Other,False,"[""Lactate (BldV) [Moles/Vol]"", ""Lactate BldV-sCnc""]",2519-7,Lactate,
2524-7,Lactate [Moles/volume] in Serum or Plasma,Serum/Plasma,Substance concentration,mmol/L,Chemistry,Other,False,"[""Lactate SerPl-sCnc"", ""Lactate [Moles/Vol]""]",2524-7,Lactate,
2532-0,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma,Serum/Plasma,Catalytic concentration,U/L,Chemistry,Cardiac Markers,False,"[""LDH"", ""LDH SerPl-cCnc"", ""LDH [Catalytic activity/Vol]"", ""Lactate Dehydrogenase""]",2532-0,Lactate dehydrogenase,
2571-8,Triglyceride [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,mg/dL,Chemistry,Lipid Profile,False,"[""Serum Triglycerides"", ""TG"", ""Trigl SerPl-mCnc"", ""Triglyceride"", ""Triglyceride [Mass/Vol]"", ""Triglycerides"", ""Trigs""]",2571-8,Triglyceride,< 150
2615-3,Methemoglobin/Hemoglobin.total in Arterial blood,Arterial Blood,Mass fraction,%,Chemistry,Complete Blood Count,False,"[""MetHgb MFr BldA"", ""Methemoglobin (BldA) [Mass fraction]""]",2615-3,Methemoglobin/Hemoglobin.total,
26444-0,Basophils [#/volume] in Blood,Whole Blood,Number concentration,10*3/mm3,Hematology,Complete Blood Count,False,"[""Basophils # Bld"", ""Basophils (Bld) [#/Vol]""]",26444-0,Basophils,
26446-5,Blasts/Leukocytes in Blood,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Blasts NFr Bld"", ""Blasts/Leukocytes (Bld)""]",26446-5,Blasts/Leukocytes,
26449-9,Eosinophils [#/volume] in Blood,Whole Blood,Number concentration,/uL,Hematology,Complete Blood Count,False,"[""Eosinophil # Bld"", ""Eosinophils (Bld) [#/Vol]""]",26449-9,Eosinophils,
26450-7,Eosinophils/Leukocytes in Blood,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Eosinophil NFr Bld"", ""Eosinophils/Leukocytes (Bld)""]",26450-7,Eosinophils/Leukocytes,
26453-1,Erythrocytes [#/volume] in Blood,Whole Blood,Number concentration,10*12/L,Hematology,Complete Blood Count,False,"[""RBC # Bld"", ""RBC (Bld) [#/Vol]""]",26453-1,Erythrocytes,
26464-8,Leukocytes [#/volume] in Blood,Whole Blood,Number concentration,/uL,Hematology,Complete Blood Count,False,"[""WBC # Bld"", ""WBC (Bld) [#/Vol]""]",26464-8,Leukocytes,
26474-7,Lymphocytes [#/volume] in Blood,Whole Blood,Number concentration,/uL,Hematology,Complete Blood Count,False,"[""Lymphocytes # Bld"", ""Lymphocytes (Bld) [#/Vol]""]",26474-7,Lymphocytes,
26478-8,Lymphocytes/Leukocytes in Blood,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Lymphocytes NFr Bld"", ""Lymphocytes/Leukocytes (Bld)""]",26478-8,Lymphocytes/Leukocytes,
26484-6,Monocytes [#/volume] in Blood,Whole Blood,Number concentration,10*3/mm3,Hematology,Complete Blood Count,False,"[""Monocytes # Bld"", ""Monocytes (Bld) [#/Vol]""]",26484-6,Monocytes,
26485-3,Monocytes/Leukocytes in Blood,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Monocytes NFr Bld"", ""Monocytes/Leukocytes (Bld)""]",26485-3,Monocytes/Leukocytes,
26498-6,Myelocytes/Leukocytes in Blood,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Myelocytes NFr Bld"", ""Myelocytes/Leukocytes (Bld)""]",26498-6,Myelocytes/Leukocytes,
26499-4,Neutrophils [#/volume] in Blood,Whole Blood,Number concentration,10*3/mm3,Hematology,Complete Blood Count,False,"[""Neutrophils # Bld"", ""Neutrophils (Bld) [#/Vol]""]",26499-4,Neutrophils,
26508-2,Band form neutrophils/Leukocytes in Blood,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Band form neutrophils/Leukocytes (Bld)"", ""Neuts Band NFr Bld""]",26508-2,Neutrophils.band form/Leukocytes,
26511-6,Neutrophils/Leukocytes in Blood,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Neutrophils NFr Bld"", ""Neutrophils/Leukocytes (Bld)""]",26511-6,Neutrophils/Leukocytes,
26515-7,Platelets [#/volume] in Blood,Whole Blood,Number concentration,10*3/mm3,Hematology,Complete Blood Count,False,"[""Platelet # Bld"", ""Platelets (Bld) [#/Vol]""]",26515-7,Platelets,
2695-5,Osmolality of Urine,Urine,Osmol,mmol/kg H2O,Chemistry,Urinalysis,False,"[""Osmolality (U) [Osmolality]"", ""Osmolality Ur""]",2695-5,Observation,
2703-7,Oxygen [Partial pressure] in Arterial blood,Arterial Blood,PPres,mm Hg,Chemistry,Other,False,"[""Oxygen (BldA) [Partial pressure]"", ""pO2 BldA""]",2703-7,Oxygen,
2705-2,Oxygen [Partial pressure] in Venous blood,Venous Blood,PPres,mm Hg,Chemistry,Other,False,"[""Oxygen (BldV) [Partial pressure]"", ""pO2 BldV""]",2705-2,Oxygen,
2708-6,Oxygen saturation in Arterial blood,Arterial Blood,Mass fraction,%,Chemistry,Other,False,"[""SaO2 % BldA"", ""SaO2% (BldA) [Mass fraction]""]",2708-6,Oxygen saturation,
2713-6,Oxygen saturation Calculated from oxygen partial pressure in Blood,Whole Blood,Mass fraction,%,Chemistry,Other,True,"[""SaO2 % Bld from pO2"", ""SaO2% Calculated from oxygen partial pressure (Bld) [Mass fraction]""]",2713-6,Oxygen saturation,
2714-4,Fractional oxyhemoglobin in Arterial blood,Arterial Blood,Mass fraction,%,Chemistry,Complete Blood Count,False,"[""OxyHgb MFr BldA"", ""Oxyhemoglobin (BldA) [Mass fraction]""]",2714-4,Oxyhemoglobin/Hemoglobin.total,
27297-1,Leukocyte esterase [Units/volume] in Urine,Urine,Arbitrary concentration,,Urinalysis,Complete Blood Count,False,"[""Leukocyte esterase Qn (U)"", ""Leukocyte esterase Ur-aCnc""]",27297-1,Leukocyte esterase,
2731-8,Parathyrin.intact [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,ng/L,Chemistry,Other,False,"[""PTH-Intact SerPl-mCnc"", ""Parathyrin.intact [Mass/Vol]""]",2731-8,Parathyrin.intact,
27353-2,Glucose mean value [Mass/volume] in Blood Estimated from glycated hemoglobin,Whole Blood,Mass concentration,mg/dL,Chemistry,Diabetes Panel,False,"[""Average glucose Estimated from glycated hemoglobin (Bld) [Mass/Vol]"", ""Est. average glucose Bld gHb Est-mCnc""]",27353-2,Estimated average glucose,
2777-1,Phosphate [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,mg/dL,Chemistry,Electrolytes,False,"[""Inorganic Phosphorus"", ""Phosphate"", ""Phosphate SerPl-mCnc"", ""Phosphate [Mass/Vol]"", ""Phosphorus"", ""Serum Phosphorus""]",2777-1,Phosphate,2.4 - 5.1
2823-3,Potassium [Moles/volume] in Serum or Plasma,Serum/Plasma,Substance concentration,mmol/L,Chemistry,Electrolytes,False,"[""K"", ""K+"", ""Potassium"", ""Potassium SerPl-sCnc"", ""Potassium [Moles/Vol]"", ""Serum Potassium""]",2823-3,Potassium,3.5 - 5
2839-9,Progesterone [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,ng/dL,Chemistry,Hormones,False,"[""Progest SerPl-mCnc"", ""Progesterone"", ""Progesterone [Mass/Vol]""]",2839-9,Progesterone,
2842-3,Prolactin [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,ug/L,Chemistry,Hormones,False,"[""PRL"", ""Prolactin"", ""Prolactin SerPl-mCnc"", ""Prolactin [Mass/Vol]""]",2842-3,Prolactin,
28539-5,MCH [Entitic mass],Red Blood Cells,Entitic mass,pg,Hematology,Complete Blood Count,True,"[""MCH (RBC) [Entitic mass]"", ""MCH RBC Qn""]",28539-5,Hemoglobin,
28540-3,MCHC [Entitic Mass/volume] in Red Blood Cells,Red Blood Cells,EntMCnc,g/dL,Hematology,Complete Blood Count,True,"[""MCHC (RBC) [Entitic Mass/Vol]"", ""MCHC RBC-EntMCnc""]",28540-3,Hemoglobin,
28541-1,Metamyelocytes/Leukocytes in Blood,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Metamyelocytes NFr Bld"", ""Metamyelocytes/Leukocytes (Bld)""]",28541-1,Metamyelocytes/Leukocytes,
28542-9,Platelet [Entitic mean volume] in Blood,Whole Blood,EntMeanVol,fL,Hematology,Complete Blood Count,False,"[""PMV Bld"", ""Platelet (Bld) [Entitic mean vol]""]",28542-9,Platelet,
2857-1,Prostate specific Ag [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,ug/L,Chemistry,Tumor Markers,False,"[""PSA"", ""PSA SerPl-mCnc"", ""Prostate Specific Antigen"", ""Prostate specific Ag [Mass/Vol]"", ""Total PSA""]",2857-1,Prostate specific Ag,
2862-1,Albumin [Mass/volume] in Serum or Plasma by Electrophoresis,Serum/Plasma,Mass concentration,g/L,Chemistry,Liver Function Test,False,"[""Albumin Elph [Mass/Vol]"", ""Albumin SerPl Elph-mCnc""]",2862-1,Albumin,
2865-4,Alpha 1 globulin [Mass/volume] in Serum or Plasma by Electrophoresis,Serum/Plasma,Mass concentration,g/L,Chemistry,Other,False,"[""Alpha 1 globulin Elph [Mass/Vol]"", ""Alpha1 Glob SerPl Elph-mCnc""]",2865-4,Alpha 1 globulin,
2868-8,Alpha 2 globulin [Mass/volume] in Serum or Plasma by Electrophoresis,Serum/Plasma,Mass concentration,g/L,Chemistry,Other,False,"[""Alpha 2 globulin Elph [Mass/Vol]"", ""Alpha2 Glob SerPl Elph-mCnc""]",2868-8,Alpha 2 globulin,
2871-2,Beta globulin [Mass/volume] in Serum or Plasma by Electrophoresis,Serum/Plasma,Mass concentration,g/L,Chemistry,Other,False,"[""B-Globulin SerPl Elph-mCnc"", ""Beta globulin Elph [Mass/Vol]""]",2871-2,Beta globulin,
2874-6,Gamma globulin [Mass/volume] in Serum or Plasma by Electrophoresis,Serum/Plasma,Mass concentration,g/L,Chemistry,Other,False,"[""Gamma glob SerPl Elph-mCnc"", ""Gamma globulin Elph [Mass/Vol]""]",2874-6,Gamma globulin,
2885-2,Protein [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,g/dL,Chemistry,Liver Function Test,False,"[""Prot SerPl-mCnc"", ""Protein [Mass/Vol]"", ""Serum Total Protein"", ""TP"", ""Total Protein""]",2885-2,Protein,5.7 - 8.2
2888-6,Protein [Mass/volume] in Urine,Urine,Mass concentration,g/L,Urinalysis,Urinalysis,False,"[""Prot Ur-mCnc"", ""Protein (U) [Mass/Vol]""]",2888-6,Protein,
2890-2,Protein/Creatinine [Mass Ratio] in Urine,Urine,MRto,mg/g creatinine,Chemistry,Urinalysis,False,"[""Prot/Creat Ur"", ""Protein/Creatinine (U) [Mass ratio]""]",2890-2,Protein/Creatinine,
2947-0,Sodium [Moles/volume] in Blood,Whole Blood,Substance concentration,mmol/L,Chemistry,Electrolytes,False,"[""Sodium (Bld) [Moles/Vol]"", ""Sodium Bld-sCnc""]",2947-0,Sodium,
2951-2,Sodium [Moles/volume] in Serum or Plasma,Serum/Plasma,Substance concentration,mmol/L,Chemistry,Electrolytes,False,"[""Na"", ""Na+"", ""Serum Sodium"", ""Sodium"", ""Sodium SerPl-sCnc"", ""Sodium [Moles/Vol]""]",2951-2,Sodium,132 - 146
2955-3,Sodium [Moles/volume] in Urine,Urine,Substance concentration,mmol/L,Chemistry,Electrolytes,False,"[""Sodium (U) [Moles/Vol]"", ""Sodium Ur-sCnc""]",2955-3,Sodium,
2965-2,Specific gravity of Urine,Urine,SpGrav,,Chemistry,Urinalysis,False,"[""Sp Gr Ur"", ""Specific gravity (U)""]",2965-2,Observation,
2986-8,Testosterone [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,ng/dL,Chemistry,Hormones,False,"[""Serum Testosterone"", ""Testost SerPl-mCnc"", ""Testosterone"", ""Testosterone [Mass/Vol]"", ""Total Testosterone""]",2986-8,Testosterone,241 - 827
2991-8,Testosterone Free [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,pg/mL,Chemistry,Hormones,False,"[""Testost Free SerPl-mCnc"", ""Testosterone Free [Mass/Vol]""]",2991-8,Testosterone.free,
3016-3,Thyrotropin [Units/volume] in Serum or Plasma,Serum/Plasma,Arbitrary concentration,mIU/L,Chemistry,Thyroid Profile,False,"[""TSH"", ""TSH Qn"", ""TSH SerPl-aCnc"", ""TSH Ultrasensitive"", ""Thyroid Stimulating Hormone"", ""Thyroid Stimulating Hormone Ultrasensitive""]",3016-3,Thyrotropin,
30180-4,Basophils/Leukocytes in Blood,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Basophils NFr Bld"", ""Basophils/Leukocytes (Bld)""]",30180-4,Basophils/Leukocytes,
30239-8,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma by With P-5'-P,Serum/Plasma,Catalytic concentration,arb U/L,Chemistry,Liver Function Test,False,"[""AST SerPl w P-5'-P-cCnc"", ""AST With P-5'-P [Catalytic activity/Vol]""]",30239-8,Aspartate aminotransferase,
3024-7,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,ng/dL,Chemistry,Thyroid Profile,False,"[""FT4"", ""Free T4"", ""Free T4 [Mass/Vol]"", ""Free Thyroxine"", ""T4 Free SerPl-mCnc""]",3024-7,Thyroxine.free,0.61 - 1.12
3026-2,Thyroxine (T4) [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,µg/dL,Chemistry,Thyroid Profile,False,"[""T4"", ""T4 SerPl-mCnc"", ""T4 [Mass/Vol]"", ""Thyroxine"", ""Thyroxine Total"", ""Total T4"", ""Total Thyroxine""]",3026-2,Thyroxine,
30313-1,Hemoglobin [Mass/volume] in Arterial blood,Arterial Blood,Mass concentration,g/dL,Hematology,Complete Blood Count,False,"[""Hemoglobin (BldA) [Mass/Vol]"", ""Hgb BldA-mCnc""]",30313-1,Hemoglobin,
30341-2,Erythrocyte [Sedimentation Rate] in Blood,Whole Blood,Sedimentation Rate,mm/h,Hematology,Complete Blood Count,False,"[""Erythrocyte (Bld) [Sedimentation Rate]"", ""Erythrocyte Sed Rat Bld""]",30341-2,Erythrocyte,
3034-6,Transferrin [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,g/L,Chemistry,Iron Studies,False,"[""Transferrin SerPl-mCnc"", ""Transferrin [Mass/Vol]""]",3034-6,Transferrin,
30350-3,Hemoglobin [Mass/volume] in Venous blood,Venous Blood,Mass concentration,g/L,Hematology,Complete Blood Count,False,"[""Hemoglobin (BldV) [Mass/Vol]"", ""Hgb BldV-mCnc""]",30350-3,Hemoglobin,
30376-8,Blasts [#/volume] in Blood,Whole Blood,Number concentration,10*3/mm3,Hematology,Other,False,"[""Blasts # Bld"", ""Blasts (Bld) [#/Vol]""]",30376-8,Blasts,
30385-9,Erythrocyte [DistWidth] in Blood,Whole Blood,DistWidth,%,Hematology,Complete Blood Count,True,"[""Erythrocyte (Bld) [DistWidth]"", ""Erythrocyte DistWidth Bld""]",30385-9,Erythrocyte,
30392-5,Nucleated erythrocytes [#/volume] in Blood,Whole Blood,Number concentration,10*9/L,Hematology,Complete Blood Count,False,"[""Nucleated RBC (Bld) [#/Vol]"", ""nRBC # Bld""]",30392-5,Erythrocytes.nucleated,
3040-3,Lipase [Enzymatic activity/volume] in Serum or Plasma,Serum/Plasma,Catalytic concentration,U/L,Chemistry,Pancreatic Enzymes,False,"[""Lipase"", ""Lipase SerPl-cCnc"", ""Lipase [Catalytic activity/Vol]"", ""Serum Lipase""]",3040-3,Triacylglycerol lipase,08 - 78
30405-5,Leukocytes [#/volume] in Urine,Urine,Number concentration,/uL,Urinalysis,Complete Blood Count,False,"[""WBC # Ur"", ""WBC (U) [#/Vol]""]",30405-5,Leukocytes,
30428-7,MCV [Entitic mean volume] in Red Blood Cells,Red Blood Cells,EntMeanVol,fL,Hematology,Other,True,"[""MCV (RBC) [Entitic mean vol]"", ""MCV RBC""]",30428-7,Observation,
30451-9,Segmented neutrophils [#/volume] in Blood,Whole Blood,Number concentration,10*9/L,Hematology,Complete Blood Count,False,"[""Neuts Seg # Bld"", ""Segmented neutrophils (Bld) [#/Vol]""]",30451-9,Neutrophils.segmented,
3051-0,Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,pg/mL,Chemistry,Thyroid Profile,False,"[""FT3"", ""Free T3"", ""Free T3 [Mass/Vol]"", ""Free Triiodothyronine"", ""T3Free SerPl-mCnc""]",3051-0,Triiodothyronine.free,2.5 - 3.9
30522-7,C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method,Serum/Plasma,Mass concentration,mg/L,Chemistry,Liver Function Test,False,"[""CRP High sensitivity method [Mass/Vol]"", ""CRP Highly Sensitive"", ""CRP SerPl HS-mCnc"", ""High Sensitivity CRP"", ""hs-CRP""]",30522-7,C reactive protein,
3053-6,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,ng/dL,Chemistry,Thyroid Profile,False,"[""T3"", ""T3 SerPl-mCnc"", ""T3 [Mass/Vol]"", ""Total T3"", ""Total Triiodothyronine"", ""Triiodothyronine"", ""Triiodothyronine Total""]",3053-6,Triiodothyronine,
3084-1,Urate [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,mg/dL,Chemistry,Kidney Function Test,False,"[""Serum Uric Acid"", ""Urate"", ""Urate SerPl-mCnc"", ""Urate [Mass/Vol]"", ""Uric Acid""]",3084-1,Urate,3.5 - 7.2
30934-4,Natriuretic peptide B [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,ng/L,Chemistry,Other,False,"[""BNP SerPl-mCnc"", ""Natriuretic peptide B [Mass/Vol]""]",30934-4,Natriuretic peptide.B,
3094-0,Urea nitrogen [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,mg/dL,Chemistry,Kidney Function Test,False,"[""BUN"", ""BUN SerPl-mCnc"", ""Blood Urea"", ""Blood Urea Nitrogen"", ""Urea"", ""Urea nitrogen [Mass/Vol]""]",3094-0,Urea nitrogen,19.3 - 49.38
3097-3,Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma,Serum/Plasma,MRto,mg/mg creatinine,Chemistry,Kidney Function Test,False,"[""BUN/Creat SerPl"", ""Urea nitrogen/Creatinine [Mass ratio]""]",3097-3,Urea nitrogen/Creatinine,
31045-8,Creatinine/Urea nitrogen [Mass Ratio] in Serum or Plasma,Serum/Plasma,MRto,,Chemistry,Kidney Function Test,False,"[""Creat/Urea nit SerPl"", ""Creatinine/Urea nitrogen [Mass ratio]""]",31045-8,Creatinine/Urea nitrogen,
3107-0,Urobilinogen [Mass/volume] in Urine,Urine,Mass concentration,mg/dL,Chemistry,Urinalysis,False,"[""Urobilinogen (U) [Mass/Vol]"", ""Urobilinogen Ur-mCnc""]",3107-0,Urobilinogen,
31100-1,Hematocrit [Volume Fraction] of Blood by Impedance,Whole Blood,VFr,%,Hematology,Complete Blood Count,False,"[""Hct VFr Bld Imped"", ""Hematocrit Impedance (Bld) [Volume fraction]""]",31100-1,Erythrocyte/Blood,
3173-2,aPTT in Blood by Coagulation assay,Whole Blood,Time,seconds,Coagulation,Coagulation,False,"[""APTT"", ""Activated Partial Thromboplastin Time"", ""PTT"", ""aPTT"", ""aPTT Bld"", ""aPTT Coag (Bld) [Time]""]",3173-2,Coagulation surface induced,
3255-7,Fibrinogen [Mass/volume] in Platelet poor plasma by Coagulation assay,PPP,Mass concentration,g/L,Coagulation,Coagulation,False,"[""Fibrinogen"", ""Fibrinogen Coag (PPP) [Mass/Vol]"", ""Fibrinogen PPP-mCnc""]",3255-7,Fibrinogen,
32623-1,Platelet [Entitic mean volume] in Blood by Automated count,Whole Blood,EntMeanVol,fL,Hematology,Complete Blood Count,False,"[""MPV"", ""Mean Platelet Volume"", ""PMV Bld Auto"", ""Platelet Auto (Bld) [Entitic mean vol]""]",32623-1,Platelet,7.4 - 11.4
32693-4,Lactate [Moles/volume] in Blood,Whole Blood,Substance concentration,mmol/L,Chemistry,Other,False,"[""Lactate (Bld) [Moles/Vol]"", ""Lactate Bld-sCnc""]",32693-4,Lactate,
32713-0,Potassium [Moles/volume] in Arterial blood,Arterial Blood,Substance concentration,mmol/L,Chemistry,Electrolytes,False,"[""Potassium (BldA) [Moles/Vol]"", ""Potassium BldA-sCnc""]",32713-0,Potassium,
32717-1,Sodium [Moles/volume] in Arterial blood,Arterial Blood,Substance concentration,mmol/L,Chemistry,Electrolytes,False,"[""Sodium (BldA) [Moles/Vol]"", ""Sodium BldA-sCnc""]",32717-1,Sodium,
3298-7,Acetaminophen [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,ug/mL,Toxicology,Other,False,"[""APAP SerPl-mCnc"", ""Acetaminophen [Mass/Vol]""]",3298-7,Acetaminophen,
33037-3,Anion gap in Serum or Plasma by calculation,Serum/Plasma,Substance concentration,mmol/L,Chemistry,Other,False,"[""Anion Gap SerPl Calc-sCnc"", ""Anion gap Calc [Moles/Vol]""]",33037-3,Anion gap,
33256-9,Leukocytes [#/volume] corrected for nucleated erythrocytes in Blood by Automated count,Whole Blood,Number concentration,10*3/uL,Hematology,Complete Blood Count,False,"[""WBC corrected for nucl RBC Auto (Bld) [#/Vol]"", ""WBC nRBC cor # Bld Auto""]",33256-9,Leukocytes^^corrected for nucleated erythrocytes,
33762-6,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,pg/mL,Chemistry,Other,False,"[""NT-proBNP SerPl-mCnc"", ""Natriuretic peptide.B prohormone N-Terminal [Mass/Vol]""]",33762-6,Natriuretic peptide.B prohormone N-Terminal,
33914-3,Glomerular filtration rate [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)/1.73 sq M,Serum/Plasma,ArVRat,mL/min,Chemistry,Kidney Function Test,False,"[""Estimated GFR"", ""GFR"", ""GFR Creatinine-based formula (MDRD)/1.73 sq M [Vol rate/Area]"", ""GFR SerPl Creatinine-bsd frml MDRD"", ""eGFR""]",33914-3,Glomerular filtration rate,
33959-8,Procalcitonin [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,ng/mL,Chemistry,Other,False,"[""Procalcitonin SerPl-mCnc"", ""Procalcitonin [Mass/Vol]""]",33959-8,Procalcitonin,
34581-9,Calcium.ionized [Moles/volume] in Arterial blood,Arterial Blood,Substance concentration,mmol/L,Chemistry,Electrolytes,False,"[""Ca-I BldA-sCnc"", ""Calcium.ionized (BldA) [Moles/Vol]""]",34581-9,Calcium.ionized,
34714-6,INR in Blood by Coagulation assay,Whole Blood,Relative time,INR,Coagulation,Coagulation,False,"[""INR Bld"", ""INR Coag (Bld) [Relative time]""]",34714-6,Coagulation tissue factor induced.INR,
35332-6,Band form neutrophils/Leukocytes in Blood by Automated count,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Band form neutrophils/Leukocytes Auto (Bld)"", ""Neuts Band NFr Bld Auto""]",35332-6,Neutrophils.band form/Leukocytes,
35591-7,Creatinine renal clearance predicted by Cockcroft-Gault formula,Serum/Plasma,VRat,mL/min,Chemistry,Kidney Function Test,False,"[""Creat Cl predicted SerPl C-G-vRate"", ""Creatinine renal clearance predicted Cockcroft-Gault formula [Vol/Time]""]",35591-7,Creatinine renal clearance.predicted,
