biomarker_id,analyte_name,specimen,measurement_property,canonical_unit,category,panel_seed,is_derived,aliases,loinc_code,loinc_component,default_reference_range_notes
35674-1,Creatinine [Mass/volume] in Urine collected for unspecified duration,Urine,Mass concentration,g/L,Chemistry,Urinalysis,False,"[""Creat ?Tm Ur-mCnc"", ""Creatinine Unsp time (U) [Mass/Vol]""]",35674-1,Creatinine,
35706-1,Albumin/Protein.total in Serum or Plasma,Serum/Plasma,Mass fraction,%,Chemistry,Liver Function Test,False,"[""Albumin MFr SerPl"", ""Albumin [Mass fraction]""]",35706-1,Albumin/Protein.total,
38483-4,Creatinine [Mass/volume] in Blood,Whole Blood,Mass concentration,mg/dL,Chemistry,Kidney Function Test,False,"[""Creat Bld-mCnc"", ""Creatinine (Bld) [Mass/Vol]""]",38483-4,Creatinine,
38488-3,IgG [Units/volume] in Serum,Serum,Arbitrary concentration,arb U/mL,Chemistry,Other,False,"[""IgG Qn (S)"", ""IgG Ser-aCnc""]",38488-3,IgG,
38518-7,Immature granulocytes/Leukocytes in Blood,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Imm Granulocytes NFr Bld"", ""Immature granulocytes/Leukocytes (Bld)""]",38518-7,Granulocytes.immature/Leukocytes,
39789-3,Potassium [Moles/volume] in Venous blood,Venous Blood,Substance concentration,mmol/L,Chemistry,Electrolytes,False,"[""Potassium (BldV) [Moles/Vol]"", ""Potassium BldV-sCnc""]",39789-3,Potassium,
39791-9,Sodium [Moles/volume] in Venous blood,Venous Blood,Substance concentration,mmol/L,Chemistry,Electrolytes,False,"[""Sodium (BldV) [Moles/Vol]"", ""Sodium BldV-sCnc""]",39791-9,Sodium,
4024-6,Salicylates [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,mg/dL,Toxicology,Other,False,"[""Salicylates SerPl-mCnc"", ""Salicylates [Mass/Vol]""]",4024-6,Salicylates,
40646-2,Leukocytes other/Leukocytes in Blood by Automated count,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""WBC Other NFr Bld Auto"", ""WBC other/Leukocytes Auto (Bld)""]",40646-2,Leukocytes other/Leukocytes,
4092-3,Vancomycin [Mass/volume] in Serum or Plasma --trough,Serum/Plasma,Mass concentration,mg/L,Toxicology,Other,False,"[""Vancomycin Trough SerPl-mCnc"", ""Vancomycin trough [Mass/Vol]""]",4092-3,Vancomycin^trough,
41276-7,Anion gap in Blood by calculation,Whole Blood,Substance concentration,mmol/L,Chemistry,Other,False,"[""Anion Gap Bld Calc-sCnc"", ""Anion gap Calc (Bld) [Moles/Vol]""]",41276-7,Anion gap,
41645-3,Calcium.ionized [Moles/volume] in Venous blood,Venous Blood,Substance concentration,mmol/L,Chemistry,Electrolytes,False,"[""Ca-I BldV-sCnc"", ""Calcium.ionized (BldV) [Moles/Vol]""]",41645-3,Calcium.ionized,
41647-9,"Carbon dioxide, total [Moles/volume] in Arterial blood by calculation",Arterial Blood,Substance concentration,mmol/L,Chemistry,Other,False,"[""CO2 BldA Calc-sCnc"", ""CO2 Calc (BldA) [Moles/Vol]""]",41647-9,Carbon dioxide,
41651-1,Glucose [Mass/volume] in Arterial blood,Arterial Blood,Mass concentration,mg/dL,Chemistry,Diabetes Panel,False,"[""Glucose (BldA) [Mass/Vol]"", ""Glucose BldA-mCnc""]",41651-1,Glucose,
41652-9,Glucose [Mass/volume] in Venous blood,Venous Blood,Mass concentration,mg/dL,Chemistry,Diabetes Panel,False,"[""Glucose (BldV) [Mass/Vol]"", ""Glucose BldV-mCnc""]",41652-9,Glucose,
41653-7,Glucose [Mass/volume] in Capillary blood by Glucometer,Capillary Blood,Mass concentration,mg/dL,Chemistry,Diabetes Panel,False,"[""Glucose BldC Glucomtr-mCnc"", ""Glucose Glucometer (BldC) [Mass/Vol]""]",41653-7,Glucose,
41995-2,Hemoglobin A1c [Mass/volume] in Blood,Whole Blood,Mass concentration,g/dL,Chemistry,HbA1c Panel,False,"[""HbA1c (Bld) [Mass/Vol]"", ""HbA1c Bld-mCnc""]",41995-2,Hemoglobin A1c,
42757-5,Troponin I.cardiac [Mass/volume] in Blood,Whole Blood,Mass concentration,ng/mL,Chemistry,Cardiac Markers,False,"[""Troponin I Bld-mCnc"", ""Troponin I.cardiac (Bld) [Mass/Vol]""]",42757-5,Troponin I.cardiac,
43396-1,Cholesterol non HDL [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,mg/dL,Chemistry,Lipid Profile,False,"[""Cholesterol non HDL [Mass/Vol]"", ""NonHDLc SerPl-mCnc""]",43396-1,Cholesterol.non HDL,
44734-2,Urea nitrogen/Creatinine [Mass Ratio] in Blood,Whole Blood,MRto,g/g creatinine,Chemistry,Kidney Function Test,False,"[""BUN/Creat Bld"", ""Urea nitrogen/Creatinine (Bld) [Mass ratio]""]",44734-2,Urea nitrogen/Creatinine,
4485-9,Complement C3 [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,g/L,Hematology,Other,False,"[""C3 SerPl-mCnc"", ""Complement C3 [Mass/Vol]""]",4485-9,Complement C3,
4498-2,Complement C4 [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,g/L,Hematology,Other,False,"[""C4 SerPl-mCnc"", ""Complement C4 [Mass/Vol]""]",4498-2,Complement C4,
4537-7,Erythrocyte [Sedimentation Rate] in Blood by Westergren method,Whole Blood,Sedimentation Rate,mm/hr,Hematology,Complete Blood Count,False,"[""ESR"", ""ESR - Erythrocyte Sedimentation Rate"", ""Erythrocyte Sed Rat Bld Westrgrn"", ""Erythrocyte Sedimentation Rate"", ""Erythrocyte Westergren method (Bld) [Sedimentation Rate]"", ""Sed Rate""]",4537-7,Erythrocyte,0 - 10
4544-3,Hematocrit [Volume Fraction] of Blood by Automated count,Whole Blood,VFr,%,Hematology,Complete Blood Count,False,"[""HCT"", ""Haematocrit"", ""Hct"", ""Hct VFr Bld Auto"", ""Hematocrit"", ""Hematocrit Auto (Bld) [Volume fraction]"", ""PCV"", ""Packed Cell Volume""]",4544-3,Erythrocyte/Blood,
4548-4,Hemoglobin A1c/Hemoglobin.total in Blood,Whole Blood,Mass fraction,%,Chemistry,HbA1c Panel,False,"[""A1C"", ""Glycated Hemoglobin"", ""Glycosylated Hemoglobin"", ""HBA1C"", ""HbA1c"", ""HbA1c (Bld) [Mass fraction]"", ""HbA1c MFr Bld"", ""Hba1c""]",4548-4,Hemoglobin A1c/Hemoglobin.total,"<5.7: Normal
5.7 to 6.5: Pre-diabetic
>6.5: Diabetic"
46418-0,INR in Capillary blood by Coagulation assay,Capillary Blood,Relative time,,Coagulation,Coagulation,False,"[""INR BldC"", ""INR Coag (BldC) [Relative time]""]",46418-0,Coagulation tissue factor induced.INR,
48065-7,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma,PPP,Mass concentration,ug/L FEU,Coagulation,Coagulation,False,"[""D Dimer"", ""D Dimer PPP FEU-mCnc"", ""D-Dimer"", ""Fibrin D-dimer FEU (PPP) [Mass/Vol]""]",48065-7,Fibrin D-dimer,
48642-3,"Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M among non black population",Serum/Plasma/Blood,ArVRat,mL/min,Chemistry,Kidney Function Test,False,"[""GFR Creatinine-based formula (MDRD)/1.73 sq M among non black population (S/P/Bld) [Vol rate/Area]"", ""GFR/BSA pr.non blk SerPlBld MDRD-ArV""]",48642-3,Glomerular filtration rate,
48643-1,"Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M among black population",Serum/Plasma/Blood,ArVRat,mL/min,Chemistry,Kidney Function Test,False,"[""GFR Creatinine-based formula (MDRD)/1.73 sq M among black population (S/P/Bld) [Vol rate/Area]"", ""GFR SerPlBld Creatinine-bsd fmla /1.73sq""]",48643-1,Glomerular filtration rate,
49054-0,25-hydroxyvitamin D2 [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,ng/mL,Chemistry,Other,False,"[""25(OH)D2 SerPl-mCnc"", ""25-hydroxyvitamin D2 [Mass/Vol]""]",49054-0,Ercalcidiol,
49497-1,Platelets [#/volume] in Blood by Estimate,Whole Blood,Number concentration,10*3/mm3,Hematology,Complete Blood Count,False,"[""Platelet # Bld Est"", ""Platelets Estimate (Bld) [#/Vol]""]",49497-1,Platelets,
49936-8,Calcium.ionized/Calcium.total corrected for albumin in Blood,Whole Blood,Mass fraction,%,Chemistry,Liver Function Test,False,"[""Ca-I Album cor MFr Bld"", ""Calcium.ionized/Total Ca corrected for albumin (Bld) [Mass fraction]""]",49936-8,Calcium.ionized/Calcium.total^^corrected for albumin,
50562-8,Specific gravity of Urine by Refractometry automated,Urine,SpGrav,,Urinalysis,Urinalysis,False,"[""Sp Gr Ur Refract.auto"", ""Specific gravity Refractometry automated (U)""]",50562-8,Observation,
51584-1,Immature granulocytes [#/volume] in Blood,Whole Blood,Number concentration,10*9/L,Hematology,Other,False,"[""Imm Granulocytes # Bld"", ""Immature granulocytes (Bld) [#/Vol]""]",51584-1,Granulocytes.immature,
53115-2,Immature granulocytes [#/volume] in Blood by Automated count,Whole Blood,Number concentration,10*9/L,Hematology,Other,False,"[""Imm Granulocytes # Bld Auto"", ""Immature granulocytes Auto (Bld) [#/Vol]""]",53115-2,Granulocytes.immature,
53553-4,Glucose mean value [Moles/volume] in Blood Estimated from glycated hemoglobin,Whole Blood,Substance concentration,mmol/L,Chemistry,Diabetes Panel,False,"[""Average glucose Estimated from glycated hemoglobin (Bld) [Moles/Vol]"", ""Est. average glucose Bld gHb Est-sCnc""]",53553-4,Estimated average glucose,
5643-2,Ethanol [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,mg/dL,Toxicology,Other,False,"[""Ethanol SerPl-mCnc"", ""Ethanol [Mass/Vol]""]",5643-2,Ethanol,
58413-6,Nucleated erythrocytes/Leukocytes [Ratio] in Blood by Automated count,Whole Blood,Ratio,%,Hematology,Complete Blood Count,False,"[""Nucleated RBC/Leukocytes Auto (Bld) [Ratio]"", ""nRBC Bld Auto-Rto""]",58413-6,Erythrocytes.nucleated/Leukocytes,
5902-2,Prothrombin time (PT),PPP,Time,seconds,Coagulation,Coagulation,False,"[""PT"", ""PT Coag (PPP) [Time]"", ""Prothrombin Time"", ""Prothrombin time""]",5902-2,Coagulation tissue factor induced,
5905-5,Monocytes/Leukocytes in Blood by Automated count,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Monocyte %"", ""Monocytes"", ""Monocytes %"", ""Monocytes NFr Bld Auto"", ""Monocytes/Leukocytes Auto (Bld)""]",5905-5,Monocytes/Leukocytes,01 - 10
61151-7,Albumin [Mass/volume] in Serum or Plasma by Bromocresol green (BCG) dye binding method,Serum/Plasma,Mass concentration,g/dl,Chemistry,Liver Function Test,False,"[""Albumin BCG dye [Mass/Vol]"", ""Albumin SerPl BCG-mCnc""]",61151-7,Albumin,
61152-5,Albumin [Mass/volume] in Serum or Plasma by Bromocresol purple (BCP) dye binding method,Serum/Plasma,Mass concentration,g/dl,Chemistry,Liver Function Test,False,"[""Albumin BCP dye [Mass/Vol]"", ""Albumin SerPl BCP-mCnc""]",61152-5,Albumin,
62238-1,"Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)/1.73 sq M",Serum/Plasma/Blood,ArVRat,mL/min/1.73 sq M,Chemistry,Kidney Function Test,False,"[""GFR Creatinine-based formula (CKD-EPI)/1.73 sq M (S/P/Bld) [Vol rate/Area]"", ""GFR SerPlBld Creatinine-bsd fmla CKD-EPI""]",62238-1,Glomerular filtration rate,
62292-8,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 [Mass/volume] in Serum or Plasma,Serum/Plasma,Mass concentration,ng/mL,Chemistry,Other,False,"[""25(OH)D3+25(OH)D2 SerPl-mCnc"", ""25-hydroxyvitamin D [Mass/Vol]""]",62292-8,Calcidiol+ercalcidiol,
6298-4,Potassium [Moles/volume] in Blood,Whole Blood,Substance concentration,mmol/L,Chemistry,Electrolytes,False,"[""Potassium (Bld) [Moles/Vol]"", ""Potassium Bld-sCnc""]",6298-4,Potassium,
6299-2,Urea nitrogen [Mass/volume] in Blood,Whole Blood,Mass concentration,mg/dL,Chemistry,Kidney Function Test,False,"[""BUN Bld-mCnc"", ""Urea nitrogen (Bld) [Mass/Vol]""]",6299-2,Urea nitrogen,
6301-6,INR in Platelet poor plasma by Coagulation assay,PPP,Relative time,,Coagulation,Coagulation,False,"[""INR"", ""INR Coag (PPP) [Relative time]"", ""INR PPP"", ""International Normalized Ratio""]",6301-6,Coagulation tissue factor induced.INR,
6690-2,Leukocytes [#/volume] in Blood by Automated count,Whole Blood,Number concentration,10*9/L,Hematology,Complete Blood Count,False,"[""Leukocytes"", ""TLC"", ""Total Leucocyte Count"", ""Total Leukocyte Count"", ""WBC"", ""WBC # Bld Auto"", ""WBC Auto (Bld) [#/Vol]"", ""WBC Count"", ""White Blood Cell Count"", ""White Blood Cells""]",6690-2,Leukocytes,
67151-1,Troponin T.cardiac [Mass/volume] in Serum or Plasma by High sensitivity method,Serum/Plasma,Mass concentration,ng/L,Chemistry,Cardiac Markers,False,"[""Troponin T SerPl HS-mCnc"", ""Troponin T.cardiac High sensitivity method [Mass/Vol]""]",67151-1,Troponin T.cardiac,
6768-6,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,Serum/Plasma,Catalytic concentration,U/L,Chemistry,Liver Function Test,False,"[""ALP"", ""ALP SerPl-cCnc"", ""ALP [Catalytic activity/Vol]"", ""Alk Phos"", ""Alkaline Phosphatase""]",6768-6,Alkaline phosphatase,
69405-9,"Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by based on 1.73 sq M",Serum/Plasma/Blood,ArVRat,mL/min,Chemistry,Kidney Function Test,False,"[""GFR SerPlBld based on 1.73 sq M-ArVRat"", ""GFR based on 1.73 sq M (S/P/Bld) [Vol rate/Area]""]",69405-9,Glomerular filtration rate,
704-7,Basophils [#/volume] in Blood by Automated count,Whole Blood,Number concentration,10*9/L,Hematology,Complete Blood Count,False,"[""ABC"", ""Absolute Basophil Count"", ""Basophils # Bld Auto"", ""Basophils Absolute"", ""Basophils Auto (Bld) [#/Vol]""]",704-7,Basophils,0.0 - 0.10
705-4,Basophils [#/volume] in Blood by Manual count,Whole Blood,Number concentration,10*9/L,Hematology,Complete Blood Count,False,"[""Basophils # Bld Manual"", ""Basophils Manual cnt (Bld) [#/Vol]""]",705-4,Basophils,
706-2,Basophils/Leukocytes in Blood by Automated count,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Basophil %"", ""Basophils"", ""Basophils %"", ""Basophils NFr Bld Auto"", ""Basophils/Leukocytes Auto (Bld)""]",706-2,Basophils/Leukocytes,00 - 02
707-0,Basophils/Leukocytes in Blood by Manual count,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Basophils NFr Bld Manual"", ""Basophils/Leukocytes Manual cnt (Bld)""]",707-0,Basophils/Leukocytes,
711-2,Eosinophils [#/volume] in Blood by Automated count,Whole Blood,Number concentration,10*9/L,Hematology,Complete Blood Count,False,"[""AEC"", ""Absolute Eosinophil Count"", ""Eosinophil # Bld Auto"", ""Eosinophils Absolute"", ""Eosinophils Auto (Bld) [#/Vol]""]",711-2,Eosinophils,
712-0,Eosinophils [#/volume] in Blood by Manual count,Whole Blood,Number concentration,10*9/L,Hematology,Complete Blood Count,False,"[""Eosinophil # Bld Manual"", ""Eosinophils Manual cnt (Bld) [#/Vol]""]",712-0,Eosinophils,
713-8,Eosinophils/Leukocytes in Blood by Automated count,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Eosinophil %"", ""Eosinophil NFr Bld Auto"", ""Eosinophils"", ""Eosinophils %"", ""Eosinophils/Leukocytes Auto (Bld)""]",713-8,Eosinophils/Leukocytes,01 - 06
714-6,Eosinophils/Leukocytes in Blood by Manual count,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Eosinophil NFr Bld Manual"", ""Eosinophils/Leukocytes Manual cnt (Bld)""]",714-6,Eosinophils/Leukocytes,
71695-1,Immature granulocytes/Leukocytes in Blood by Automated count,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Imm Granulocytes NFr Bld Auto"", ""Immature granulocytes/Leukocytes Auto (Bld)""]",71695-1,Granulocytes.immature/Leukocytes,
718-7,Hemoglobin [Mass/volume] in Blood,Whole Blood,Mass concentration,g/dL,Hematology,Complete Blood Count,False,"[""HGB"", ""Haemoglobin"", ""Hb"", ""Hemoglobin"", ""Hemoglobin (Bld) [Mass/Vol]"", ""Hgb"", ""Hgb Bld-mCnc""]",718-7,Hemoglobin,
731-0,Lymphocytes [#/volume] in Blood by Automated count,Whole Blood,Number concentration,10*9/L,Hematology,Complete Blood Count,False,"[""ALC"", ""Absolute Lymphocyte Count"", ""Lymphocytes # Bld Auto"", ""Lymphocytes Absolute"", ""Lymphocytes Auto (Bld) [#/Vol]""]",731-0,Lymphocytes,
732-8,Lymphocytes [#/volume] in Blood by Manual count,Whole Blood,Number concentration,10*9/L,Hematology,Complete Blood Count,False,"[""Lymphocytes # Bld Manual"", ""Lymphocytes Manual cnt (Bld) [#/Vol]""]",732-8,Lymphocytes,
736-9,Lymphocytes/Leukocytes in Blood by Automated count,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Lymphocyte %"", ""Lymphocytes"", ""Lymphocytes %"", ""Lymphocytes NFr Bld Auto"", ""Lymphocytes/Leukocytes Auto (Bld)""]",736-9,Lymphocytes/Leukocytes,20 - 45
737-7,Lymphocytes/Leukocytes in Blood by Manual count,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Lymphocytes NFr Bld Manual"", ""Lymphocytes/Leukocytes Manual cnt (Bld)""]",737-7,Lymphocytes/Leukocytes,
740-1,Metamyelocytes/Leukocytes in Blood by Manual count,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Metamyelocytes NFr Bld Manual"", ""Metamyelocytes/Leukocytes Manual cnt (Bld)""]",740-1,Metamyelocytes/Leukocytes,
742-7,Monocytes [#/volume] in Blood by Automated count,Whole Blood,Number concentration,10*9/L,Hematology,Complete Blood Count,False,"[""AMC"", ""Absolute Monocyte Count"", ""Monocytes # Bld Auto"", ""Monocytes Absolute"", ""Monocytes Auto (Bld) [#/Vol]""]",742-7,Monocytes,0.2 - 1.0
743-5,Monocytes [#/volume] in Blood by Manual count,Whole Blood,Number concentration,10*9/L,Hematology,Complete Blood Count,False,"[""Monocytes # Bld Manual"", ""Monocytes Manual cnt (Bld) [#/Vol]""]",743-5,Monocytes,
744-3,Monocytes/Leukocytes in Blood by Manual count,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Monocytes NFr Bld Manual"", ""Monocytes/Leukocytes Manual cnt (Bld)""]",744-3,Monocytes/Leukocytes,
74774-1,"Glucose [Mass/volume] in Serum, Plasma or Blood",Serum/Plasma/Blood,Mass concentration,mg/dl,Chemistry,Diabetes Panel,False,"[""Glucose (S/P/Bld) [Mass/Vol]"", ""Glucose SerPlBld-mCnc""]",74774-1,Glucose,
749-2,Myelocytes/Leukocytes in Blood by Manual count,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Myelocytes NFr Bld Manual"", ""Myelocytes/Leukocytes Manual cnt (Bld)""]",749-2,Myelocytes/Leukocytes,
751-8,Neutrophils [#/volume] in Blood by Automated count,Whole Blood,Number concentration,10*9/L,Hematology,Complete Blood Count,False,"[""ANC"", ""Absolute Neutrophil Count"", ""Neutrophils # Bld Auto"", ""Neutrophils Absolute"", ""Neutrophils Auto (Bld) [#/Vol]""]",751-8,Neutrophils,
753-4,Neutrophils [#/volume] in Blood by Manual count,Whole Blood,Number concentration,10*9/L,Hematology,Complete Blood Count,False,"[""Neutrophils # Bld Manual"", ""Neutrophils Manual cnt (Bld) [#/Vol]""]",753-4,Neutrophils,
764-1,Band form neutrophils/Leukocytes in Blood by Manual count,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Band form neutrophils/Leukocytes Manual cnt (Bld)"", ""Neuts Band NFr Bld Manual""]",764-1,Neutrophils.band form/Leukocytes,
768-2,Segmented neutrophils [#/volume] in Blood by Manual count,Whole Blood,Number concentration,10*9/L,Hematology,Complete Blood Count,False,"[""Neuts Seg # Bld Manual"", ""Segmented neutrophils Manual cnt (Bld) [#/Vol]""]",768-2,Neutrophils.segmented,
769-0,Segmented neutrophils/Leukocytes in Blood by Manual count,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Neuts Seg NFr Bld Manual"", ""Segmented neutrophils/Leukocytes Manual cnt (Bld)""]",769-0,Neutrophils.segmented/Leukocytes,
770-8,Neutrophils/Leukocytes in Blood by Automated count,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Neutrophil %"", ""Neutrophils"", ""Neutrophils %"", ""Neutrophils NFr Bld Auto"", ""Neutrophils/Leukocytes Auto (Bld)""]",770-8,Neutrophils/Leukocytes,40 - 75
77147-7,"Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M",Serum/Plasma/Blood,ArVRat,mL/min/1.73 sq m,Chemistry,Kidney Function Test,False,"[""GFR Creatinine-based formula (MDRD)/1.73 sq M (S/P/Bld) [Vol rate/Area]"", ""GFRSerPlBld MDRD-ArVRat""]",77147-7,Glomerular filtration rate,
771-6,Nucleated erythrocytes [#/volume] in Blood by Automated count,Whole Blood,Number concentration,10*9/L,Hematology,Complete Blood Count,False,"[""Nucleated RBC Auto (Bld) [#/Vol]"", ""nRBC # Bld Auto""]",771-6,Erythrocytes.nucleated,
776-5,Platelet [Entitic mean volume] in Blood by Rees-Ecker,Whole Blood,EntMeanVol,fL,Hematology,Complete Blood Count,False,"[""PMV Bld Rees-Ecker"", ""Platelet Rees-Ecker (Bld) [Entitic mean vol]""]",776-5,Platelet,
777-3,Platelets [#/volume] in Blood by Automated count,Whole Blood,Number concentration,10*9/L,Hematology,Complete Blood Count,False,"[""PLT"", ""Platelet"", ""Platelet # Bld Auto"", ""Platelet Count"", ""Platelets"", ""Platelets Auto (Bld) [#/Vol]"", ""Thrombocyte Count""]",777-3,Platelets,
783-1,Promyelocytes/Leukocytes in Blood by Manual count,Whole Blood,Number fraction,%,Hematology,Complete Blood Count,False,"[""Promyelocytes NFr Bld Manual"", ""Promyelocytes/Leukocytes Manual cnt (Bld)""]",783-1,Promyelocytes/Leukocytes,
785-6,MCH [Entitic mass] by Automated count,Red Blood Cells,Entitic mass,pg,Hematology,Complete Blood Count,True,"[""MCH"", ""MCH Auto (RBC) [Entitic mass]"", ""MCH RBC Qn Auto"", ""Mean Corpuscular Haemoglobin"", ""Mean Corpuscular Hemoglobin""]",785-6,Hemoglobin,
786-4,MCHC [Entitic Mass/volume] in Red Blood Cells by Automated count,Red Blood Cells,EntMCnc,g/dL,Hematology,Complete Blood Count,True,"[""MCHC"", ""MCHC Auto (RBC) [Entitic Mass/Vol]"", ""MCHC RBC Auto-EntMCnc"", ""Mean Corpuscular Hemoglobin Concentration""]",786-4,Hemoglobin,
787-2,MCV [Entitic mean volume] in Red Blood Cells by Automated count,Red Blood Cells,EntMeanVol,fL,Hematology,Other,True,"[""MCV"", ""MCV Auto (RBC) [Entitic mean vol]"", ""MCV RBC Auto"", ""Mean Corpuscular Volume""]",787-2,Observation,
788-0,Erythrocyte [DistWidth] in Blood by Automated count,Whole Blood,DistWidth,%,Hematology,Complete Blood Count,True,"[""Erythrocyte Auto (Bld) [DistWidth]"", ""Erythrocyte DistWidth Bld Auto"", ""RDW"", ""RDW-CV"", ""Red Cell Distribution Width""]",788-0,Erythrocyte,
789-8,Erythrocytes [#/volume] in Blood by Automated count,Whole Blood,Number concentration,10*12/L,Hematology,Complete Blood Count,False,"[""Erythrocytes"", ""RBC"", ""RBC # Bld Auto"", ""RBC Auto (Bld) [#/Vol]"", ""RBC Count"", ""Red Blood Cell Count"", ""Red Blood Cells"", ""Total RBC Count""]",789-8,Erythrocytes,
9318-7,Albumin/Creatinine [Mass Ratio] in Urine,Urine,MRto,ug/mg creatinine,Chemistry,Urinalysis,False,"[""Albumin/Creat Ur"", ""Albumin/Creatinine (U) [Mass ratio]""]",9318-7,Albumin/Creatinine,
9830-1,Cholesterol.total/Cholesterol in HDL [Mass Ratio] in Serum or Plasma,Serum/Plasma,MRto,ratio,Chemistry,Lipid Profile,False,"[""Chol/HDL Ratio"", ""Cholest/HDLc SerPl"", ""Cholesterol Ratio"", ""Cholesterol.total/Cholesterol in HDL [Mass ratio]"", ""TC/HDL Ratio"", ""Total Cholesterol/HDL Ratio""]",9830-1,Cholesterol.total/Cholesterol.in HDL,
